index,node
2909,1.397221230955882e6
2910,1.397221230955882e6
2911,1.397221230955882e6
2912,1.397221230955882e6
2913,1.397221230955882e6
2914,1.397221230955882e6
2915,1.397221230955882e6
2916,1.397221230955882e6
2917,1.397221230955882e6
2918,1.397221230955882e6
2919,1.397221230955882e6
2920,1.397221230955882e6
2921,1.397221230955882e6
2922,1.397221230955882e6
2923,1.397221230955882e6
2924,1.397221230955882e6
2925,1.397221230955882e6
2926,1.397221230955882e6
2927,1.397221230955882e6
2928,1.397221230955882e6
2929,1.397221230955882e6
2930,1.397221230955882e6
2931,1.397221230955882e6
2932,1.397221230955882e6
2933,1.397221230955882e6
2934,1.397221230955882e6
2935,1.397221230955882e6
2936,1.397221230955882e6
2937,1.397221230955882e6
2938,1.397221230955882e6
2939,1.397221230955882e6
2940,1.397221230955882e6
2941,1.397221230955882e6
2942,1.397221230955882e6
2943,1.397221230955882e6
2944,1.397221230955882e6
3899,1.397221230955882e6
3900,1.397221230955882e6
3901,1.397221230955882e6
3902,1.397221230955882e6
3903,1.397221230955882e6
3904,1.397221230955882e6
3905,1.397221230955882e6
3906,1.397221230955882e6
3907,1.397221230955882e6
3908,1.397221230955882e6
3909,1.397221230955882e6
3910,1.397221230955882e6
3911,1.397221230955882e6
3912,1.397221230955882e6
3913,1.397221230955882e6
3914,1.397221230955882e6
3915,1.397221230955882e6
3916,1.397221230955882e6
3917,1.397221230955882e6
3918,1.397221230955882e6
3919,1.397221230955882e6
3920,1.397221230955882e6
3921,1.397221230955882e6
3922,1.397221230955882e6
3923,1.397221230955882e6
3924,1.397221230955882e6
3925,1.397221230955882e6
3926,1.397221230955882e6
3927,1.397221230955882e6
3928,1.397221230955882e6
3929,1.397221230955882e6
3930,1.397221230955882e6
3931,1.397221230955882e6
3932,1.397221230955882e6
3933,1.397221230955882e6
3934,1.397221230955882e6
3935,1.397221230955882e6
3936,1.397221230955882e6
3937,1.397221230955882e6
3938,1.397221230955882e6
3939,1.397221230955882e6
3940,1.397221230955882e6
3941,1.397221230955882e6
3942,1.397221230955882e6
3943,1.397221230955882e6
3944,1.397221230955882e6
3945,1.397221230955882e6
3946,1.397221230955882e6
3947,1.397221230955882e6
3948,1.397221230955882e6
3949,1.397221230955882e6
3950,1.397221230955882e6
3951,1.397221230955882e6
3952,1.397221230955882e6
3953,1.397221230955882e6
3954,1.397221230955882e6
3955,1.397221230955882e6
3956,1.397221230955882e6
3957,1.397221230955882e6
3958,1.397221230955882e6
3959,1.397221230955882e6
3960,1.397221230955882e6
3961,1.397221230955882e6
3962,1.397221230955882e6
3963,1.397221230955882e6
3964,1.397221230955882e6
3965,1.397221230955882e6
3966,1.397221230955882e6
3967,1.397221230955882e6
3968,1.397221230955882e6
4923,1.397221230955882e6
4924,1.397221230955882e6
4925,1.397221230955882e6
4926,1.397221230955882e6
4927,1.397221230955882e6
4928,1.397221230955882e6
4929,1.397221230955882e6
4930,1.397221230955882e6
4931,1.397221230955882e6
4932,1.397221230955882e6
4933,1.397221230955882e6
4934,1.397221230955882e6
4935,1.397221230955882e6
4936,1.397221230955882e6
4937,1.397221230955882e6
4938,1.397221230955882e6
4939,1.397221230955882e6
4940,1.397221230955882e6
4941,1.397221230955882e6
4942,1.397221230955882e6
4943,1.397221230955882e6
4944,1.397221230955882e6
4945,1.397221230955882e6
4946,1.397221230955882e6
4947,1.397221230955882e6
4948,1.397221230955882e6
4949,1.397221230955882e6
4950,1.397221230955882e6
4951,1.397221230955882e6
4952,1.397221230955882e6
4953,1.397221230955882e6
4954,1.397221230955882e6
4955,1.397221230955882e6
4956,1.397221230955882e6
4957,1.397221230955882e6
4958,1.397221230955882e6
4959,1.397221230955882e6
4960,1.397221230955882e6
4961,1.397221230955882e6
4962,1.397221230955882e6
4963,1.397221230955882e6
4964,1.397221230955882e6
4965,1.397221230955882e6
4966,1.397221230955882e6
4967,1.397221230955882e6
4968,1.397221230955882e6
4969,1.397221230955882e6
4970,1.397221230955882e6
4971,1.397221230955882e6
4972,1.397221230955882e6
4973,1.397221230955882e6
4974,1.397221230955882e6
4975,1.397221230955882e6
4976,1.397221230955882e6
4977,1.397221230955882e6
4978,1.397221230955882e6
4979,1.397221230955882e6
4980,1.397221230955882e6
4981,1.397221230955882e6
4982,1.397221230955882e6
4983,1.397221230955882e6
4984,1.397221230955882e6
4985,1.397221230955882e6
4986,1.397221230955882e6
4987,1.397221230955882e6
4988,1.397221230955882e6
4989,1.397221230955882e6
4990,1.397221230955882e6
4991,1.397221230955882e6
4992,1.397221230955882e6
5377,659622.6742553193
5378,659622.6742553193
5379,659622.6742553193
5380,659622.6742553193
5381,659622.6742553193
5382,659622.6742553193
5383,659622.6742553193
5384,659622.6742553193
5385,659622.6742553193
5386,659622.6742553193
5387,659622.6742553193
5388,659622.6742553193
5389,659622.6742553193
5390,659622.6742553193
5391,659622.6742553193
5392,659622.6742553193
5393,659622.6742553193
5394,659622.6742553193
5395,659622.6742553193
5396,659622.6742553193
5397,659622.6742553193
5398,659622.6742553193
5399,659622.6742553193
5400,659622.6742553193
5401,659622.6742553193
5402,659622.6742553193
5403,659622.6742553193
5404,659622.6742553193
5405,659622.6742553193
5406,659622.6742553193
5407,659622.6742553193
5408,659622.6742553193
5409,659622.6742553193
5410,659622.6742553193
5411,659622.6742553193
5412,659622.6742553193
5413,659622.6742553193
5414,659622.6742553193
5415,659622.6742553193
5416,659622.6742553193
5417,659622.6742553193
5418,659622.6742553193
5419,659622.6742553193
5420,659622.6742553193
5421,659622.6742553193
5422,659622.6742553193
5423,659622.6742553193
1339,1.2949332610294118e6
1340,1.2949332610294118e6
1341,1.2949332610294118e6
1342,1.2949332610294118e6
1343,1.2949332610294118e6
1344,1.2949332610294118e6
1345,1.2949332610294118e6
1346,1.2949332610294118e6
1347,1.2949332610294118e6
1348,1.2949332610294118e6
1349,1.2949332610294118e6
1350,1.2949332610294118e6
1351,1.2949332610294118e6
1352,1.2949332610294118e6
1353,1.2949332610294118e6
1354,1.2949332610294118e6
1355,1.2949332610294118e6
1356,1.2949332610294118e6
1357,1.2949332610294118e6
1358,1.2949332610294118e6
1359,1.2949332610294118e6
1360,1.2949332610294118e6
1361,1.2949332610294118e6
1362,1.2949332610294118e6
1363,1.2949332610294118e6
1364,1.2949332610294118e6
1365,1.2949332610294118e6
1366,1.2949332610294118e6
1367,1.2949332610294118e6
1368,1.2949332610294118e6
1369,1.2949332610294118e6
1370,1.2949332610294118e6
1371,1.2949332610294118e6
1372,1.2949332610294118e6
1373,1.2949332610294118e6
1374,1.2949332610294118e6
1375,1.2949332610294118e6
1376,1.2949332610294118e6
1377,1.2949332610294118e6
1378,1.2949332610294118e6
1379,1.2949332610294118e6
1380,1.2949332610294118e6
1381,1.2949332610294118e6
1382,1.2949332610294118e6
1383,1.2949332610294118e6
1384,1.2949332610294118e6
1385,1.2949332610294118e6
1386,1.2949332610294118e6
1387,1.2949332610294118e6
1388,1.2949332610294118e6
1389,1.2949332610294118e6
1390,1.2949332610294118e6
1391,1.2949332610294118e6
1392,1.2949332610294118e6
1393,1.2949332610294118e6
1394,1.2949332610294118e6
1395,1.2949332610294118e6
1396,1.2949332610294118e6
1397,1.2949332610294118e6
1398,1.2949332610294118e6
1399,1.2949332610294118e6
1400,1.2949332610294118e6
1401,1.2949332610294118e6
1402,1.2949332610294118e6
1403,1.2949332610294118e6
1404,1.2949332610294118e6
1405,1.2949332610294118e6
1406,1.2949332610294118e6
1407,1.2949332610294118e6
1408,1.2949332610294118e6
3003,1.2949332610294118e6
3004,1.2949332610294118e6
3005,1.2949332610294118e6
3006,1.2949332610294118e6
3007,1.2949332610294118e6
3008,1.2949332610294118e6
3009,1.2949332610294118e6
3010,1.2949332610294118e6
3011,1.2949332610294118e6
3012,1.2949332610294118e6
3013,1.2949332610294118e6
3014,1.2949332610294118e6
3015,1.2949332610294118e6
3016,1.2949332610294118e6
3017,1.2949332610294118e6
3018,1.2949332610294118e6
3019,1.2949332610294118e6
3020,1.2949332610294118e6
3021,1.2949332610294118e6
3022,1.2949332610294118e6
3023,1.2949332610294118e6
3024,1.2949332610294118e6
3025,1.2949332610294118e6
3026,1.2949332610294118e6
3027,1.2949332610294118e6
3028,1.2949332610294118e6
3029,1.2949332610294118e6
3030,1.2949332610294118e6
3031,1.2949332610294118e6
3032,1.2949332610294118e6
3033,1.2949332610294118e6
3034,1.2949332610294118e6
3035,1.2949332610294118e6
3036,1.2949332610294118e6
3037,1.2949332610294118e6
3038,1.2949332610294118e6
3039,1.2949332610294118e6
3040,1.2949332610294118e6
3041,1.2949332610294118e6
3042,1.2949332610294118e6
3043,1.2949332610294118e6
3044,1.2949332610294118e6
3045,1.2949332610294118e6
3046,1.2949332610294118e6
3047,1.2949332610294118e6
3048,1.2949332610294118e6
3049,1.2949332610294118e6
3050,1.2949332610294118e6
3051,1.2949332610294118e6
3052,1.2949332610294118e6
3053,1.2949332610294118e6
3054,1.2949332610294118e6
3055,1.2949332610294118e6
3056,1.2949332610294118e6
3057,1.2949332610294118e6
3058,1.2949332610294118e6
3059,1.2949332610294118e6
3060,1.2949332610294118e6
3061,1.2949332610294118e6
3062,1.2949332610294118e6
3063,1.2949332610294118e6
3064,1.2949332610294118e6
3065,1.2949332610294118e6
3066,1.2949332610294118e6
3067,1.2949332610294118e6
3068,1.2949332610294118e6
3069,1.2949332610294118e6
3070,1.2949332610294118e6
3071,1.2949332610294118e6
3072,1.2949332610294118e6
3515,1.2949332610294118e6
3516,1.2949332610294118e6
3517,1.2949332610294118e6
3518,1.2949332610294118e6
3519,1.2949332610294118e6
3520,1.2949332610294118e6
3521,1.2949332610294118e6
3522,1.2949332610294118e6
3523,1.2949332610294118e6
3524,1.2949332610294118e6
3525,1.2949332610294118e6
3526,1.2949332610294118e6
3527,1.2949332610294118e6
3528,1.2949332610294118e6
3529,1.2949332610294118e6
3530,1.2949332610294118e6
3531,1.2949332610294118e6
3532,1.2949332610294118e6
3533,1.2949332610294118e6
3534,1.2949332610294118e6
3535,1.2949332610294118e6
3536,1.2949332610294118e6
3537,1.2949332610294118e6
3538,1.2949332610294118e6
3539,1.2949332610294118e6
3540,1.2949332610294118e6
3541,1.2949332610294118e6
3542,1.2949332610294118e6
3543,1.2949332610294118e6
3544,1.2949332610294118e6
3545,1.2949332610294118e6
3546,1.2949332610294118e6
3547,1.2949332610294118e6
3548,1.2949332610294118e6
3549,1.2949332610294118e6
3550,1.2949332610294118e6
3551,1.2949332610294118e6
3552,1.2949332610294118e6
3553,1.2949332610294118e6
3554,1.2949332610294118e6
3555,1.2949332610294118e6
3556,1.2949332610294118e6
3557,1.2949332610294118e6
3558,1.2949332610294118e6
3559,1.2949332610294118e6
3560,1.2949332610294118e6
3561,1.2949332610294118e6
3562,1.2949332610294118e6
3563,1.2949332610294118e6
3564,1.2949332610294118e6
3565,1.2949332610294118e6
3566,1.2949332610294118e6
3567,1.2949332610294118e6
3568,1.2949332610294118e6
3569,1.2949332610294118e6
3570,1.2949332610294118e6
3571,1.2949332610294118e6
3572,1.2949332610294118e6
3573,1.2949332610294118e6
3574,1.2949332610294118e6
3575,1.2949332610294118e6
3576,1.2949332610294118e6
3577,1.2949332610294118e6
3578,1.2949332610294118e6
3579,1.2949332610294118e6
3580,1.2949332610294118e6
3581,1.2949332610294118e6
3582,1.2949332610294118e6
3583,1.2949332610294118e6
3584,1.2949332610294118e6
5179,1.2949332610294118e6
5180,1.2949332610294118e6
5181,1.2949332610294118e6
5182,1.2949332610294118e6
5183,1.2949332610294118e6
5184,1.2949332610294118e6
5185,1.2949332610294118e6
5186,1.2949332610294118e6
5187,1.2949332610294118e6
5188,1.2949332610294118e6
5189,1.2949332610294118e6
5190,1.2949332610294118e6
5191,1.2949332610294118e6
5192,1.2949332610294118e6
5193,1.2949332610294118e6
5194,1.2949332610294118e6
5195,1.2949332610294118e6
5196,1.2949332610294118e6
5197,1.2949332610294118e6
5198,1.2949332610294118e6
5199,1.2949332610294118e6
5200,1.2949332610294118e6
5201,1.2949332610294118e6
5202,1.2949332610294118e6
5203,1.2949332610294118e6
5204,1.2949332610294118e6
5205,1.2949332610294118e6
5206,1.2949332610294118e6
5207,1.2949332610294118e6
5208,1.2949332610294118e6
5209,1.2949332610294118e6
5210,1.2949332610294118e6
5211,1.2949332610294118e6
5212,1.2949332610294118e6
5213,1.2949332610294118e6
5214,1.2949332610294118e6
5215,1.2949332610294118e6
5216,1.2949332610294118e6
5217,1.2949332610294118e6
5218,1.2949332610294118e6
5219,1.2949332610294118e6
5220,1.2949332610294118e6
5221,1.2949332610294118e6
5222,1.2949332610294118e6
5223,1.2949332610294118e6
5224,1.2949332610294118e6
5225,1.2949332610294118e6
5226,1.2949332610294118e6
5227,1.2949332610294118e6
5228,1.2949332610294118e6
5229,1.2949332610294118e6
5230,1.2949332610294118e6
5231,1.2949332610294118e6
5232,1.2949332610294118e6
5233,1.2949332610294118e6
5234,1.2949332610294118e6
5235,1.2949332610294118e6
5236,1.2949332610294118e6
5237,1.2949332610294118e6
5238,1.2949332610294118e6
5239,1.2949332610294118e6
5240,1.2949332610294118e6
5241,1.2949332610294118e6
5242,1.2949332610294118e6
5243,1.2949332610294118e6
5244,1.2949332610294118e6
5245,1.2949332610294118e6
5246,1.2949332610294118e6
5247,1.2949332610294118e6
5248,1.2949332610294118e6
432,1.7672183624999996e6
433,1.7672183624999996e6
434,1.7672183624999996e6
435,1.7672183624999996e6
436,1.7672183624999996e6
1584,1.7672183624999996e6
1585,1.7672183624999996e6
1586,1.7672183624999996e6
1587,1.7672183624999996e6
1588,1.7672183624999996e6
1712,1.7672183624999996e6
1713,1.7672183624999996e6
1714,1.7672183624999996e6
1715,1.7672183624999996e6
1716,1.7672183624999996e6
2480,1.7672183624999996e6
2481,1.7672183624999996e6
2482,1.7672183624999996e6
2483,1.7672183624999996e6
2484,1.7672183624999996e6
1592,1.9739332210810815e6
1593,1.9739332210810815e6
1594,1.9739332210810815e6
1595,1.9739332210810815e6
1596,1.9739332210810815e6
1597,1.9739332210810815e6
1598,1.9739332210810815e6
1599,1.9739332210810815e6
1600,1.9739332210810815e6
1601,1.9739332210810815e6
1602,1.9739332210810815e6
1603,1.9739332210810815e6
1604,1.9739332210810815e6
1605,1.9739332210810815e6
1606,1.9739332210810815e6
1607,1.9739332210810815e6
1608,1.9739332210810815e6
1609,1.9739332210810815e6
1610,1.9739332210810815e6
1611,1.9739332210810815e6
1612,1.9739332210810815e6
1613,1.9739332210810815e6
1614,1.9739332210810815e6
1615,1.9739332210810815e6
1616,1.9739332210810815e6
1617,1.9739332210810815e6
1618,1.9739332210810815e6
1619,1.9739332210810815e6
1620,1.9739332210810815e6
1621,1.9739332210810815e6
1622,1.9739332210810815e6
1623,1.9739332210810815e6
1624,1.9739332210810815e6
1625,1.9739332210810815e6
1626,1.9739332210810815e6
1627,1.9739332210810815e6
1628,1.9739332210810815e6
1629,1.9739332210810815e6
1630,1.9739332210810815e6
1631,1.9739332210810815e6
1632,1.9739332210810815e6
1633,1.9739332210810815e6
1634,1.9739332210810815e6
1635,1.9739332210810815e6
1636,1.9739332210810815e6
1637,1.9739332210810815e6
1638,1.9739332210810815e6
1639,1.9739332210810815e6
1640,1.9739332210810815e6
1641,1.9739332210810815e6
1642,1.9739332210810815e6
1643,1.9739332210810815e6
1644,1.9739332210810815e6
1645,1.9739332210810815e6
1646,1.9739332210810815e6
1647,1.9739332210810815e6
1648,1.9739332210810815e6
1649,1.9739332210810815e6
1650,1.9739332210810815e6
1651,1.9739332210810815e6
1652,1.9739332210810815e6
1653,1.9739332210810815e6
1654,1.9739332210810815e6
1655,1.9739332210810815e6
1656,1.9739332210810815e6
1657,1.9739332210810815e6
1658,1.9739332210810815e6
1659,1.9739332210810815e6
1660,1.9739332210810815e6
1661,1.9739332210810815e6
1662,1.9739332210810815e6
1663,1.9739332210810815e6
1664,1.9739332210810815e6
1720,1.9739332210810815e6
1721,1.9739332210810815e6
1722,1.9739332210810815e6
1723,1.9739332210810815e6
1724,1.9739332210810815e6
1725,1.9739332210810815e6
1726,1.9739332210810815e6
1727,1.9739332210810815e6
1728,1.9739332210810815e6
1729,1.9739332210810815e6
1730,1.9739332210810815e6
1731,1.9739332210810815e6
1732,1.9739332210810815e6
1733,1.9739332210810815e6
1734,1.9739332210810815e6
1735,1.9739332210810815e6
1736,1.9739332210810815e6
1737,1.9739332210810815e6
1738,1.9739332210810815e6
1739,1.9739332210810815e6
1740,1.9739332210810815e6
1741,1.9739332210810815e6
1742,1.9739332210810815e6
1743,1.9739332210810815e6
1744,1.9739332210810815e6
1745,1.9739332210810815e6
1746,1.9739332210810815e6
1747,1.9739332210810815e6
1748,1.9739332210810815e6
1749,1.9739332210810815e6
1750,1.9739332210810815e6
1751,1.9739332210810815e6
1752,1.9739332210810815e6
1753,1.9739332210810815e6
1754,1.9739332210810815e6
1755,1.9739332210810815e6
1756,1.9739332210810815e6
1757,1.9739332210810815e6
1758,1.9739332210810815e6
1759,1.9739332210810815e6
1760,1.9739332210810815e6
1761,1.9739332210810815e6
1762,1.9739332210810815e6
1763,1.9739332210810815e6
1764,1.9739332210810815e6
1765,1.9739332210810815e6
1766,1.9739332210810815e6
1767,1.9739332210810815e6
1768,1.9739332210810815e6
1769,1.9739332210810815e6
1770,1.9739332210810815e6
1771,1.9739332210810815e6
1772,1.9739332210810815e6
1773,1.9739332210810815e6
1774,1.9739332210810815e6
1775,1.9739332210810815e6
1776,1.9739332210810815e6
1777,1.9739332210810815e6
1778,1.9739332210810815e6
1779,1.9739332210810815e6
1780,1.9739332210810815e6
1781,1.9739332210810815e6
1782,1.9739332210810815e6
1783,1.9739332210810815e6
1784,1.9739332210810815e6
1785,1.9739332210810815e6
1786,1.9739332210810815e6
1787,1.9739332210810815e6
1788,1.9739332210810815e6
1789,1.9739332210810815e6
1790,1.9739332210810815e6
1791,1.9739332210810815e6
1792,1.9739332210810815e6
2992,1.2431209945454546e6
2993,1.2431209945454546e6
2994,1.2431209945454546e6
2995,1.2431209945454546e6
2996,1.2431209945454546e6
2997,1.2431209945454546e6
2998,1.2431209945454546e6
2999,1.2431209945454546e6
3000,1.2431209945454546e6
3001,1.2431209945454546e6
3002,1.2431209945454546e6
4912,1.2431209945454546e6
4913,1.2431209945454546e6
4914,1.2431209945454546e6
4915,1.2431209945454546e6
4916,1.2431209945454546e6
4917,1.2431209945454546e6
4918,1.2431209945454546e6
4919,1.2431209945454546e6
4920,1.2431209945454546e6
4921,1.2431209945454546e6
4922,1.2431209945454546e6
4111,327700.497
4139,327700.497
4143,327700.497
4751,327700.497
4764,327700.497
4778,327700.497
4779,327700.497
4781,327700.497
4782,327700.497
4783,327700.497
43,1.7899018203571425e6
44,1.7899018203571425e6
45,1.7899018203571425e6
46,1.7899018203571425e6
683,1.7899018203571425e6
684,1.7899018203571425e6
685,1.7899018203571425e6
686,1.7899018203571425e6
1323,1.7899018203571425e6
1324,1.7899018203571425e6
1325,1.7899018203571425e6
1326,1.7899018203571425e6
2347,1.7899018203571425e6
2348,1.7899018203571425e6
2349,1.7899018203571425e6
2350,1.7899018203571425e6
2859,1.7899018203571425e6
2860,1.7899018203571425e6
2861,1.7899018203571425e6
2862,1.7899018203571425e6
2987,1.7899018203571425e6
2988,1.7899018203571425e6
2989,1.7899018203571425e6
2990,1.7899018203571425e6
4907,1.7899018203571425e6
4908,1.7899018203571425e6
4909,1.7899018203571425e6
4910,1.7899018203571425e6
59,1.5118024955882346e6
60,1.5118024955882346e6
61,1.5118024955882346e6
62,1.5118024955882346e6
63,1.5118024955882346e6
64,1.5118024955882346e6
65,1.5118024955882346e6
66,1.5118024955882346e6
67,1.5118024955882346e6
68,1.5118024955882346e6
69,1.5118024955882346e6
70,1.5118024955882346e6
71,1.5118024955882346e6
72,1.5118024955882346e6
73,1.5118024955882346e6
74,1.5118024955882346e6
75,1.5118024955882346e6
76,1.5118024955882346e6
77,1.5118024955882346e6
78,1.5118024955882346e6
79,1.5118024955882346e6
80,1.5118024955882346e6
81,1.5118024955882346e6
82,1.5118024955882346e6
83,1.5118024955882346e6
84,1.5118024955882346e6
85,1.5118024955882346e6
86,1.5118024955882346e6
87,1.5118024955882346e6
88,1.5118024955882346e6
89,1.5118024955882346e6
90,1.5118024955882346e6
91,1.5118024955882346e6
92,1.5118024955882346e6
93,1.5118024955882346e6
94,1.5118024955882346e6
95,1.5118024955882346e6
96,1.5118024955882346e6
97,1.5118024955882346e6
98,1.5118024955882346e6
99,1.5118024955882346e6
100,1.5118024955882346e6
101,1.5118024955882346e6
102,1.5118024955882346e6
103,1.5118024955882346e6
104,1.5118024955882346e6
105,1.5118024955882346e6
106,1.5118024955882346e6
107,1.5118024955882346e6
108,1.5118024955882346e6
109,1.5118024955882346e6
110,1.5118024955882346e6
111,1.5118024955882346e6
112,1.5118024955882346e6
113,1.5118024955882346e6
114,1.5118024955882346e6
115,1.5118024955882346e6
116,1.5118024955882346e6
117,1.5118024955882346e6
118,1.5118024955882346e6
119,1.5118024955882346e6
120,1.5118024955882346e6
121,1.5118024955882346e6
122,1.5118024955882346e6
123,1.5118024955882346e6
124,1.5118024955882346e6
125,1.5118024955882346e6
126,1.5118024955882346e6
127,1.5118024955882346e6
128,1.5118024955882346e6
699,1.5118024955882346e6
700,1.5118024955882346e6
701,1.5118024955882346e6
702,1.5118024955882346e6
703,1.5118024955882346e6
704,1.5118024955882346e6
705,1.5118024955882346e6
706,1.5118024955882346e6
707,1.5118024955882346e6
708,1.5118024955882346e6
709,1.5118024955882346e6
710,1.5118024955882346e6
711,1.5118024955882346e6
712,1.5118024955882346e6
713,1.5118024955882346e6
714,1.5118024955882346e6
715,1.5118024955882346e6
716,1.5118024955882346e6
717,1.5118024955882346e6
718,1.5118024955882346e6
719,1.5118024955882346e6
720,1.5118024955882346e6
721,1.5118024955882346e6
722,1.5118024955882346e6
723,1.5118024955882346e6
724,1.5118024955882346e6
725,1.5118024955882346e6
726,1.5118024955882346e6
727,1.5118024955882346e6
728,1.5118024955882346e6
729,1.5118024955882346e6
730,1.5118024955882346e6
731,1.5118024955882346e6
732,1.5118024955882346e6
733,1.5118024955882346e6
734,1.5118024955882346e6
735,1.5118024955882346e6
736,1.5118024955882346e6
737,1.5118024955882346e6
738,1.5118024955882346e6
739,1.5118024955882346e6
740,1.5118024955882346e6
741,1.5118024955882346e6
742,1.5118024955882346e6
743,1.5118024955882346e6
744,1.5118024955882346e6
745,1.5118024955882346e6
746,1.5118024955882346e6
747,1.5118024955882346e6
748,1.5118024955882346e6
749,1.5118024955882346e6
750,1.5118024955882346e6
751,1.5118024955882346e6
752,1.5118024955882346e6
753,1.5118024955882346e6
754,1.5118024955882346e6
755,1.5118024955882346e6
756,1.5118024955882346e6
757,1.5118024955882346e6
758,1.5118024955882346e6
759,1.5118024955882346e6
760,1.5118024955882346e6
761,1.5118024955882346e6
762,1.5118024955882346e6
763,1.5118024955882346e6
764,1.5118024955882346e6
765,1.5118024955882346e6
766,1.5118024955882346e6
767,1.5118024955882346e6
768,1.5118024955882346e6
440,2.049140769324325e6
441,2.049140769324325e6
442,2.049140769324325e6
443,2.049140769324325e6
444,2.049140769324325e6
445,2.049140769324325e6
446,2.049140769324325e6
447,2.049140769324325e6
448,2.049140769324325e6
449,2.049140769324325e6
450,2.049140769324325e6
451,2.049140769324325e6
452,2.049140769324325e6
453,2.049140769324325e6
454,2.049140769324325e6
455,2.049140769324325e6
456,2.049140769324325e6
457,2.049140769324325e6
458,2.049140769324325e6
459,2.049140769324325e6
460,2.049140769324325e6
461,2.049140769324325e6
462,2.049140769324325e6
463,2.049140769324325e6
464,2.049140769324325e6
465,2.049140769324325e6
466,2.049140769324325e6
467,2.049140769324325e6
468,2.049140769324325e6
469,2.049140769324325e6
470,2.049140769324325e6
471,2.049140769324325e6
472,2.049140769324325e6
473,2.049140769324325e6
474,2.049140769324325e6
475,2.049140769324325e6
476,2.049140769324325e6
477,2.049140769324325e6
478,2.049140769324325e6
479,2.049140769324325e6
480,2.049140769324325e6
481,2.049140769324325e6
482,2.049140769324325e6
483,2.049140769324325e6
484,2.049140769324325e6
485,2.049140769324325e6
486,2.049140769324325e6
487,2.049140769324325e6
488,2.049140769324325e6
489,2.049140769324325e6
490,2.049140769324325e6
491,2.049140769324325e6
492,2.049140769324325e6
493,2.049140769324325e6
494,2.049140769324325e6
495,2.049140769324325e6
496,2.049140769324325e6
497,2.049140769324325e6
498,2.049140769324325e6
499,2.049140769324325e6
500,2.049140769324325e6
501,2.049140769324325e6
502,2.049140769324325e6
503,2.049140769324325e6
504,2.049140769324325e6
505,2.049140769324325e6
506,2.049140769324325e6
507,2.049140769324325e6
508,2.049140769324325e6
509,2.049140769324325e6
510,2.049140769324325e6
511,2.049140769324325e6
512,2.049140769324325e6
2488,2.049140769324325e6
2489,2.049140769324325e6
2490,2.049140769324325e6
2491,2.049140769324325e6
2492,2.049140769324325e6
2493,2.049140769324325e6
2494,2.049140769324325e6
2495,2.049140769324325e6
2496,2.049140769324325e6
