,Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
67,1,1305849600000000000,1428218.27,0,67.63,3.907,215.7339202,7.682
68,1,1306454400000000000,1466046.67,0,77.72,3.786,215.5037878,7.682
69,1,1299369600000000000,1635078.41,0,83.0,3.699,215.2736553,7.682
71,1,1308268800000000000,1532114.86,0,86.41,3.637,214.9980596,7.682
72,1,1308873600000000000,1438830.15,0,83.58,3.594,215.0910982,7.682
73,1,1294358400000000000,1488538.09,0,85.55,3.524,215.1841368,7.962
74,1,1312675200000000000,1534849.64,0,85.83,3.48,215.2771754,7.962
75,1,1310688000000000000,1455119.97,0,88.54,3.575,215.3611087,7.962
76,1,1311292800000000000,1396926.82,0,85.77,3.651,215.4222784,7.962
77,1,1311897600000000000,1352219.79,0,86.83,3.682,215.4834482,7.962
78,1,1304812800000000000,1624383.75,0,91.65,3.684,215.544618,7.962
80,1,1313712000000000000,1530761.43,0,89.94,3.554,215.6693107,7.962
81,1,1314316800000000000,1464693.46,0,87.96,3.523,215.7332258,7.962
82,1,1297209600000000000,1550229.22,0,87.83,3.533,215.7971409,7.962
83,1,1315526400000000000,1540471.24,1,76.0,3.546,215.861056,7.962
84,1,1316131200000000000,1514259.78,0,79.94,3.526,216.0410526,7.962
87,1,1310256000000000000,1630989.95,0,69.31,3.285,217.0453684,7.866
91,1,1302480000000000000,1697229.58,0,54.98,3.332,217.837382,7.866
95,1,1297468800000000000,1584083.95,0,48.91,3.172,218.7147333,7.866
96,1,1315785600000000000,1799682.38,0,43.93,3.158,218.9618456,7.866
143,2,1272758400000000000,2136989.46,0,40.19,2.572,210.7526053,8.324
144,2,1291248000000000000,2137809.5,1,38.49,2.548,210.8979935,8.324
145,2,1266537600000000000,2124451.54,0,39.69,2.514,210.9451605,8.324
146,2,1267142400000000000,1865097.27,0,46.1,2.561,210.9759573,8.324
147,2,1272844800000000000,1991013.13,0,47.17,2.625,211.0067542,8.324
148,2,1291334400000000000,1990483.78,0,57.56,2.667,211.037551,8.324
149,2,1268956800000000000,1946070.88,0,54.52,2.72,210.8733316,8.324
150,2,1269561600000000000,1750197.81,0,51.26,2.732,210.6766095,8.324
151,2,1265241600000000000,2066187.72,0,63.27,2.719,210.4798874,8.2
152,2,1283558400000000000,1954689.21,0,65.41,2.77,210.2831653,8.2
153,2,1271376000000000000,1874957.94,0,68.07,2.808,210.1495463,8.2
154,2,1271980800000000000,1821990.93,0,65.11,2.795,210.1000648,8.2
155,2,1272585600000000000,1802450.29,0,66.98,2.78,210.0505833,8.2
156,2,1278288000000000000,2042581.71,0,71.28,2.835,210.0011018,8.2
157,2,1273795200000000000,1880752.36,0,73.31,2.854,209.9984585,8.2
158,2,1274400000000000000,1896937.1,0,74.83,2.826,210.2768443,8.2
159,2,1275004800000000000,1957113.89,0,81.13,2.759,210.5552301,8.2
160,2,1270512000000000000,2102539.93,0,81.81,2.705,210.833616,8.2
161,2,1289001600000000000,2025538.76,0,83.4,2.668,211.1120018,8.2
162,2,1276819200000000000,2001636.96,0,85.81,2.637,211.1096543,8.2
163,2,1277424000000000000,1939927.09,0,86.26,2.653,210.9950134,8.2
164,2,1265500800000000000,2003940.64,0,82.74,2.669,210.8803726,8.099
165,2,1283817600000000000,1880902.62,0,82.59,2.642,210.7657317,8.099
166,2,1279238400000000000,1845879.79,0,85.32,2.623,210.7577954,8.099
167,2,1279843200000000000,1781717.71,0,87.66,2.608,210.8921319,8.099
168,2,1280448000000000000,1804246.16,0,83.49,2.64,211.0264684,8.099
169,2,1275955200000000000,1991909.98,0,89.53,2.627,211.1608049,8.099
170,2,1281657600000000000,1895601.05,0,89.05,2.692,211.2951413,8.099
171,2,1282262400000000000,1964335.23,0,88.7,2.664,211.2596586,8.099
172,2,1282867200000000000,1863840.49,0,87.12,2.619,211.2241759,8.099
173,2,1268092800000000000,1904608.09,0,81.83,2.577,211.1886931,8.099
174,2,1286582400000000000,1839128.83,1,79.09,2.565,211.1532104,8.099
175,2,1284681600000000000,1793903.6,0,82.05,2.582,211.1806415,8.099
176,2,1285286400000000000,1724557.22,0,81.79,2.624,211.2552578,8.099
177,2,1263081600000000000,1827440.43,0,69.24,2.603,211.3298742,8.163
178,2,1281398400000000000,1849921.44,0,63.19,2.633,211.4044906,8.163
179,2,1287100800000000000,1794355.49,0,65.8,2.72,211.4713286,8.163
180,2,1287705600000000000,1737947.64,0,68.5,2.725,211.5187208,8.163
181,2,1288310400000000000,1802755.11,0,66.24,2.716,211.5661131,8.163
182,2,1273536000000000000,1939061.41,0,57.85,2.689,211.6135053,8.163
183,2,1292025600000000000,1916812.74,0,59.69,2.728,211.6608975,8.163
184,2,1290124800000000000,1956739.17,0,50.81,2.771,211.5470304,8.163
185,2,1290729600000000000,2658725.29,1,62.98,2.735,211.4062867,8.163
186,2,1268352000000000000,2015781.27,0,49.33,2.708,211.265543,8.163
187,2,1286841600000000000,2378726.55,0,45.5,2.843,211.1247993,8.163
188,2,1292544000000000000,2609166.75,0,47.55,2.869,211.0645458,8.163
189,2,1293148800000000000,3436007.68,0,49.97,2.886,211.0646599,8.163
190,2,1293753600000000000,1750434.55,1,47.3,2.943,211.064774,8.163
191,2,1309478400000000000,1758050.79,0,44.69,2.976,211.0648881,8.028
192,2,1294963200000000000,1744193.58,0,33.02,2.983,211.1176713,8.028
193,2,1295568000000000000,1751384.9,0,41.4,3.016,211.4864691,8.028
194,2,1296172800000000000,1695371.68,0,42.83,3.01,211.8552668,8.028
195,2,1301702400000000000,1929346.23,0,38.25,2.989,212.2240646,8.028
197,2,1297987200000000000,2080884.82,0,57.83,3.045,212.9033115,8.028
198,2,1298592000000000000,1833511.08,0,60.8,3.065,213.190421,8.028
199,2,1301788800000000000,1981607.78,0,57.77,3.288,213.4775305,8.028
201,2,1300406400000000000,1902557.66,0,62.32,3.488,214.0156238,8.028
202,2,1301011200000000000,1766162.05,0,69.42,3.473,214.2521573,8.028
203,2,1294099200000000000,1800171.36,0,55.43,3.524,214.4886908,7.931
204,2,1312416000000000000,1847552.61,0,67.0,3.622,214.7252242,7.931
205,2,1302825600000000000,1856467.84,0,69.48,3.743,214.9420631,7.931
206,2,1303430400000000000,1886339.6,0,69.39,3.807,215.1096657,7.931
207,2,1304035200000000000,1745545.28,0,69.21,3.81,215.2772683,7.931
208,2,1307232000000000000,1837743.6,0,61.48,3.906,215.4448709,7.931
209,2,1305244800000000000,1838513.07,0,74.61,3.899,215.6124735,7.931
210,2,1305849600000000000,1688281.86,0,67.14,3.907,215.3834778,7.931
211,2,1306454400000000000,1797732.56,0,76.42,3.786,215.1544822,7.931
212,2,1299369600000000000,1933756.21,0,83.07,3.699,214.9254865,7.931
214,2,1308268800000000000,1953771.99,0,86.53,3.637,214.6513538,7.931
215,2,1308873600000000000,1790925.8,0,85.17,3.594,214.7441108,7.931
216,2,1294358400000000000,1866243.0,0,85.69,3.524,214.8368678,7.852
217,2,1312675200000000000,1853161.99,0,87.7,3.48,214.9296249,7.852
218,2,1310688000000000000,1785187.29,0,89.83,3.575,215.0134426,7.852
219,2,1311292800000000000,1743816.41,0,89.34,3.651,215.0749122,7.852
220,2,1311897600000000000,1680693.06,0,90.07,3.682,215.1363819,7.852
221,2,1304812800000000000,1876704.26,0,93.34,3.684,215.1978515,7.852
223,2,1313712000000000000,1844094.59,0,89.86,3.554,215.3229307,7.852
224,2,1314316800000000000,1821139.91,0,90.45,3.523,215.386897,7.852
225,2,1297209600000000000,1809119.7,0,89.64,3.533,215.4508632,7.852
226,2,1315526400000000000,1748000.65,1,77.97,3.546,215.5148295,7.852
227,2,1316131200000000000,1691439.52,0,78.85,3.526,215.6944378,7.852
230,2,1310256000000000000,1837553.43,0,69.92,3.285,216.6958311,7.441
234,2,1302480000000000000,1959707.9,0,55.53,3.332,217.4853605,7.441
238,2,1297468800000000000,1954952.0,0,48.74,3.172,218.3590319,7.441
239,2,1315785600000000000,2290549.32,0,41.76,3.158,218.605037,7.441
286,3,1272758400000000000,461622.22,0,45.71,2.572,214.4248812,7.368
287,3,1291248000000000000,420728.96,1,47.93,2.548,214.5747916,7.368
288,3,1266537600000000000,421642.19,0,47.07,2.514,214.6198868,7.368
289,3,1267142400000000000,407204.86,0,52.05,2.561,214.6475127,7.368
290,3,1272844800000000000,415202.04,0,53.04,2.625,214.6751386,7.368
291,3,1291334400000000000,384200.69,0,63.08,2.667,214.7027646,7.368
292,3,1268956800000000000,375328.59,0,60.42,2.72,214.5301219,7.368
293,3,1269561600000000000,359949.27,0,57.06,2.732,214.3241011,7.368
294,3,1265241600000000000,423294.4,0,65.56,2.719,214.1180803,7.343
295,3,1283558400000000000,415870.28,0,68.0,2.77,213.9120595,7.343
296,3,1271376000000000000,354993.26,0,66.98,2.808,213.7726889,7.343
297,3,1271980800000000000,339976.65,0,67.87,2.795,213.7221852,7.343
298,3,1272585600000000000,361248.39,0,70.24,2.78,213.6716815,7.343
299,3,1278288000000000000,399323.86,0,73.47,2.835,213.6211778,7.343
300,3,1273795200000000000,384357.94,0,77.18,2.854,213.6196139,7.343
301,3,1274400000000000000,343763.17,0,75.81,2.826,213.9116886,7.343
302,3,1275004800000000000,350089.23,0,78.6,2.759,214.2037634,7.343
303,3,1270512000000000000,396968.8,0,78.53,2.705,214.4958382,7.343
304,3,1289001600000000000,355017.09,0,82.1,2.668,214.787913,7.343
305,3,1276819200000000000,364076.85,0,83.52,2.637,214.7858259,7.343
306,3,1277424000000000000,357346.48,0,83.79,2.653,214.6660741,7.343
307,3,1265500800000000000,381151.72,0,82.2,2.669,214.5463222,7.346
308,3,1283817600000000000,349214.18,0,81.75,2.642,214.4265704,7.346
309,3,1279238400000000000,352728.78,0,84.32,2.623,214.4176476,7.346
310,3,1279843200000000000,352864.49,0,83.32,2.608,214.5564968,7.346
311,3,1280448000000000000,347955.05,0,82.04,2.64,214.695346,7.346
312,3,1275955200000000000,402635.76,0,85.13,2.627,214.8341952,7.346
313,3,1281657600000000000,339597.38,0,86.74,2.692,214.9730444,7.346
314,3,1282262400000000000,351728.21,0,88.02,2.664,214.9314191,7.346
315,3,1282867200000000000,362134.09,0,86.15,2.619,214.8897938,7.346
316,3,1268092800000000000,366473.97,0,84.16,2.577,214.8481685,7.346
317,3,1286582400000000000,352260.97,1,80.84,2.565,214.8065431,7.346
318,3,1284681600000000000,363064.64,0,82.36,2.582,214.8322484,7.346
319,3,1285286400000000000,355626.87,0,76.9,2.624,214.9084516,7.346
320,3,1263081600000000000,358784.1,0,73.6,2.603,214.9846548,7.564
321,3,1281398400000000000,395107.35,0,66.99,2.633,215.060858,7.564
322,3,1287100800000000000,345584.39,0,69.71,2.72,215.1293114,7.564
323,3,1287705600000000000,348895.98,0,71.64,2.725,215.17839,7.564
324,3,1288310400000000000,348591.74,0,72.04,2.716,215.2274686,7.564
325,3,1273536000000000000,423175.56,0,62.94,2.689,215.2765472,7.564
326,3,1292025600000000000,386635.03,0,62.79,2.728,215.3256258,7.564
327,3,1290124800000000000,372545.32,0,57.72,2.771,215.2074519,7.564
328,3,1290729600000000000,565567.84,1,68.71,2.735,215.0614025,7.564
329,3,1268352000000000000,476420.77,0,53.76,2.708,214.9153531,7.564
330,3,1286841600000000000,467642.03,0,51.13,2.843,214.7693037,7.564
331,3,1292544000000000000,498159.39,0,52.2,2.869,214.704919,7.564
332,3,1293148800000000000,605990.41,0,57.16,2.886,214.7017828,7.564
333,3,1293753600000000000,382677.76,1,53.2,2.943,214.6986466,7.564
334,3,1309478400000000000,378241.34,0,53.35,2.976,214.6955104,7.551
335,3,1294963200000000000,381061.1,0,44.76,2.983,214.7470729,7.551
336,3,1295568000000000000,350876.7,0,50.74,3.016,215.1268275,7.551
337,3,1296172800000000000,364866.24,0,48.71,3.01,215.5065821,7.551
338,3,1301702400000000000,438516.53,0,45.95,2.989,215.8863367,7.551
340,3,1297987200000000000,432782.1,0,61.58,3.045,216.5843571,7.551
341,3,1298592000000000000,397211.19,0,67.4,3.065,216.8780275,7.551
342,3,1301788800000000000,437084.51,0,65.11,3.288,217.1716979,7.551
344,3,1300406400000000000,392109.51,0,69.47,3.488,217.7235226,7.551
345,3,1301011200000000000,380683.67,0,72.94,3.473,217.9674705,7.551
346,3,1294099200000000000,374556.08,0,68.76,3.524,218.2114184,7.574
347,3,1312416000000000000,384075.31,0,72.55,3.622,218.4553663,7.574
348,3,1302825600000000000,366250.69,0,75.88,3.743,218.6788642,7.574
349,3,1303430400000000000,391860.04,0,76.91,3.807,218.851237,7.574
350,3,1304035200000000000,367405.4,0,78.69,3.81,219.0236099,7.574
351,3,1307232000000000000,413042.12,0,69.45,3.906,219.1959827,7.574
352,3,1305244800000000000,386312.68,0,79.87,3.899,219.3683556,7.574
353,3,1305849600000000000,364603.13,0,75.79,3.907,219.127216,7.574
354,3,1306454400000000000,369350.6,0,84.41,3.786,218.8860765,7.574
355,3,1299369600000000000,394507.84,0,84.29,3.699,218.6449369,7.574
357,3,1308268800000000000,403423.34,0,86.96,3.637,218.3551748,7.574
358,3,1308873600000000000,385520.71,0,84.94,3.594,218.45094,7.574
359,3,1294358400000000000,368962.72,0,85.1,3.524,218.5467052,7.567
360,3,1312675200000000000,395146.24,0,85.38,3.48,218.6424704,7.567
361,3,1310688000000000000,373454.33,0,87.14,3.575,218.7275216,7.567
362,3,1311292800000000000,360617.37,0,86.19,3.651,218.7857881,7.567
363,3,1311897600000000000,345381.29,0,88.07,3.682,218.8440545,7.567
364,3,1304812800000000000,409981.25,0,88.45,3.684,218.9023209,7.567
366,3,1313712000000000000,379716.91,0,88.44,3.554,219.023271,7.567
367,3,1314316800000000000,366367.55,0,87.67,3.523,219.0866908,7.567
368,3,1297209600000000000,375988.69,0,89.12,3.533,219.1501106,7.567
369,3,1315526400000000000,377347.49,1,81.72,3.546,219.2135305,7.567
370,3,1316131200000000000,375629.51,0,83.63,3.526,219.3972867,7.567
373,3,1310256000000000000,403342.4,0,75.54,3.285,220.4299007,7.197
377,3,1302480000000000000,459443.22,0,59.31,3.332,221.245968,7.197
381,3,1297468800000000000,472511.32,0,54.97,3.172,222.1589519,7.197
382,3,1315785600000000000,468772.8,0,49.26,3.158,222.4167852,7.197
429,4,1272758400000000000,2135143.87,0,43.76,2.598,126.4420645,8.623
430,4,1291248000000000000,2188307.39,1,28.84,2.573,126.4962581,8.623
431,4,1266537600000000000,2049860.26,0,36.45,2.54,126.5262857,8.623
432,4,1267142400000000000,1925728.84,0,41.36,2.59,126.5522857,8.623
433,4,1272844800000000000,1971057.44,0,43.49,2.654,126.5782857,8.623
434,4,1291334400000000000,1894324.09,0,49.63,2.704,126.6042857,8.623
435,4,1268956800000000000,1897429.36,0,55.19,2.743,126.6066452,8.623
436,4,1269561600000000000,1762539.3,0,39.91,2.752,126.6050645,8.623
437,4,1265241600000000000,1979247.12,0,48.77,2.74,126.6034839,7.896
438,4,1283558400000000000,1818452.72,0,54.16,2.773,126.6019032,7.896
439,4,1271376000000000000,1851519.69,0,56.23,2.81,126.5621,7.896
440,4,1271980800000000000,1802677.9,0,56.87,2.805,126.4713333,7.896
441,4,1272585600000000000,1817273.28,0,53.04,2.787,126.3805667,7.896
442,4,1278288000000000000,2000626.14,0,56.77,2.836,126.2898,7.896
443,4,1273795200000000000,1875597.28,0,62.35,2.845,126.2085484,7.896
444,4,1274400000000000000,1903752.6,0,67.4,2.82,126.1843871,7.896
445,4,1275004800000000000,1857533.7,0,67.73,2.756,126.1602258,7.896
446,4,1270512000000000000,1903290.58,0,70.83,2.701,126.1360645,7.896
447,4,1289001600000000000,1870619.23,0,78.45,2.668,126.1119032,7.896
448,4,1276819200000000000,1929736.35,0,81.53,2.635,126.114,7.896
449,4,1277424000000000000,1846651.95,0,81.1,2.654,126.1266,7.896
450,4,1265500800000000000,1881337.21,0,73.66,2.668,126.1392,7.372
451,4,1283817600000000000,1812208.22,0,80.35,2.637,126.1518,7.372
452,4,1279238400000000000,1898427.66,0,78.53,2.621,126.1498065,7.372
453,4,1279843200000000000,1848426.78,0,79.78,2.612,126.1283548,7.372
454,4,1280448000000000000,1796637.61,0,80.7,2.65,126.1069032,7.372
455,4,1275955200000000000,1907638.58,0,76.53,2.64,126.0854516,7.372
456,4,1281657600000000000,2007050.75,0,78.08,2.698,126.064,7.372
457,4,1282262400000000000,1997181.09,0,78.83,2.671,126.0766452,7.372
458,4,1282867200000000000,1848403.92,0,74.44,2.621,126.0892903,7.372
459,4,1268092800000000000,1935857.58,0,76.8,2.584,126.1019355,7.372
460,4,1286582400000000000,1865820.81,1,73.54,2.574,126.1145806,7.372
461,4,1284681600000000000,1899959.61,0,64.91,2.594,126.1454667,7.372
462,4,1285286400000000000,1810684.68,0,60.96,2.642,126.1900333,7.372
463,4,1263081600000000000,1842821.02,0,63.96,2.619,126.2346,7.127
464,4,1281398400000000000,1951494.85,0,67.73,2.645,126.2791667,7.127
465,4,1287100800000000000,1867345.09,0,62.03,2.732,126.3266774,7.127
466,4,1287705600000000000,1927610.06,0,64.17,2.736,126.3815484,7.127
467,4,1288310400000000000,1933333.0,0,56.94,2.718,126.4364194,7.127
468,4,1273536000000000000,2013115.79,0,51.6,2.699,126.4912903,7.127
469,4,1292025600000000000,1999794.26,0,52.65,2.741,126.5461613,7.127
470,4,1290124800000000000,2097809.4,0,48.05,2.78,126.6072,7.127
471,4,1290729600000000000,2789469.45,1,48.08,2.752,126.6692667,7.127
472,4,1268352000000000000,2102530.17,0,46.4,2.727,126.7313333,7.127
473,4,1286841600000000000,2302504.86,0,42.4,2.86,126.7934,7.127
474,4,1292544000000000000,2740057.14,0,46.57,2.884,126.8794839,7.127
475,4,1293148800000000000,3526713.39,0,43.21,2.887,126.9835806,7.127
476,4,1293753600000000000,1794868.74,1,38.09,2.955,127.0876774,7.127
477,4,1309478400000000000,1862476.27,0,39.34,2.98,127.1917742,6.51
478,4,1294963200000000000,1865502.46,0,31.6,2.992,127.3009355,6.51
479,4,1295568000000000000,1886393.94,0,38.34,3.017,127.4404839,6.51
480,4,1296172800000000000,1814240.85,0,40.6,3.022,127.5800323,6.51
481,4,1301702400000000000,2119086.04,0,34.61,2.996,127.7195806,6.51
483,4,1297987200000000000,2316495.56,0,48.17,3.058,127.99525,6.51
484,4,1298592000000000000,2078094.69,0,49.0,3.087,128.13,6.51
485,4,1301788800000000000,2103455.75,0,46.56,3.305,128.26475,6.51
487,4,1300406400000000000,2116475.38,0,51.86,3.495,128.5121935,6.51
488,4,1301011200000000000,1944164.32,0,59.1,3.48,128.6160645,6.51
489,4,1294099200000000000,1900246.47,0,56.99,3.521,128.7199355,5.946
490,4,1312416000000000000,2074953.46,0,62.61,3.605,128.8238065,5.946
491,4,1302825600000000000,1960587.76,0,62.34,3.724,128.9107333,5.946
492,4,1303430400000000000,2220600.76,0,68.8,3.781,128.9553,5.946
493,4,1304035200000000000,1878167.44,0,64.22,3.781,128.9998667,5.946
494,4,1307232000000000000,2063682.76,0,63.41,3.866,129.0444333,5.946
495,4,1305244800000000000,2002362.37,0,70.65,3.872,129.089,5.946
496,4,1305849600000000000,2015563.48,0,70.49,3.881,129.0756774,5.946
497,4,1306454400000000000,1986597.95,0,73.65,3.771,129.0623548,5.946
498,4,1299369600000000000,2065377.15,0,78.26,3.683,129.0490323,5.946
500,4,1308268800000000000,2141210.62,0,83.51,3.618,129.0432,5.946
501,4,1308873600000000000,2008344.92,0,81.85,3.57,129.0663,5.946
502,4,1294358400000000000,2051533.53,0,84.54,3.504,129.0894,5.644
503,4,1312675200000000000,2066541.86,0,84.59,3.469,129.1125,5.644
504,4,1310688000000000000,2049046.95,0,83.27,3.563,129.1338387,5.644
505,4,1311292800000000000,2036231.39,0,82.84,3.627,129.1507742,5.644
506,4,1311897600000000000,1989674.07,0,84.36,3.659,129.1677097,5.644
507,4,1304812800000000000,2160057.39,0,86.09,3.662,129.1846452,5.644
509,4,1313712000000000000,2232892.1,0,82.77,3.55,129.2405806,5.644
510,4,1314316800000000000,1988490.21,0,81.47,3.523,129.2832581,5.644
511,4,1297209600000000000,2078420.31,0,77.99,3.533,129.3259355,5.644
512,4,1315526400000000000,2093139.01,1,73.34,3.554,129.3686129,5.644
513,4,1316131200000000000,2075577.33,0,72.76,3.532,129.4306,5.644
516,4,1310256000000000000,2166737.65,0,65.79,3.299,129.6938,5.143
520,4,1302480000000000000,2281217.31,0,49.86,3.322,129.8051935,5.143
524,4,1297468800000000000,2180999.26,0,38.71,3.176,129.8459667,5.143
525,4,1315785600000000000,2508955.24,0,31.64,3.153,129.8555333,5.143
572,5,1272758400000000000,317173.1,0,39.7,2.572,211.6539716,6.566
573,5,1291248000000000000,311825.7,1,39.81,2.548,211.8004698,6.566
574,5,1266537600000000000,303447.57,0,41.14,2.514,211.8471283,6.566
575,5,1267142400000000000,270281.63,0,46.7,2.561,211.8771468,6.566
576,5,1272844800000000000,288855.71,0,48.89,2.625,211.9071653,6.566
577,5,1291334400000000000,297293.59,0,58.5,2.667,211.9371839,6.566
578,5,1268956800000000000,281706.41,0,55.46,2.72,211.770897,6.566
579,5,1269561600000000000,273282.97,0,52.47,2.732,211.5718925,6.566
580,5,1265241600000000000,331406.0,0,63.18,2.719,211.372888,6.465
581,5,1283558400000000000,328020.49,0,65.19,2.77,211.1738835,6.465
582,5,1271376000000000000,306858.69,0,65.3,2.808,211.0388528,6.465
583,5,1271980800000000000,288839.73,0,65.13,2.795,210.9891204,6.465
584,5,1272585600000000000,298697.84,0,67.53,2.78,210.939388,6.465
585,5,1278288000000000000,333522.6,0,71.53,2.835,210.8896556,6.465
586,5,1273795200000000000,296673.77,0,74.79,2.854,210.8872772,6.465
587,5,1274400000000000000,301615.49,0,75.2,2.826,211.169023,6.465
588,5,1275004800000000000,310013.11,0,79.81,2.759,211.4507688,6.465
589,5,1270512000000000000,337825.89,0,79.54,2.705,211.7325146,6.465
590,5,1289001600000000000,296641.91,0,80.7,2.668,212.0142605,6.465
591,5,1276819200000000000,313795.6,0,83.91,2.637,212.0119769,6.465
592,5,1277424000000000000,295257.3,0,83.72,2.653,211.8960815,6.465
593,5,1265500800000000000,305993.27,0,81.25,2.669,211.7801861,6.496
594,5,1283817600000000000,291808.87,0,81.14,2.642,211.6642907,6.496
595,5,1279238400000000000,280701.7,0,83.98,2.623,211.6561123,6.496
596,5,1279843200000000000,274742.63,0,83.66,2.608,211.7915565,6.496
597,5,1280448000000000000,268929.03,0,82.46,2.64,211.9270006,6.496
598,5,1275955200000000000,303043.02,0,86.1,2.627,212.0624447,6.496
599,5,1281657600000000000,286477.35,0,87.41,2.692,212.1978889,6.496
600,5,1282262400000000000,287205.38,0,87.71,2.664,212.1608984,6.496
601,5,1282867200000000000,288519.75,0,87.05,2.619,212.123908,6.496
